1;naval_base;2942.00;9.78;1365.00;-1.19;5579
1;air_base;2945.00;11.88;1369.00;3.59;0
1;arms_factory;2944.00;9.78;1361.00;0.41;0
1;industrial_complex;2949.00;11.53;1370.00;4.19;0
1;industrial_complex;2949.00;11.53;1370.00;2.98;0
1;industrial_complex;2947.00;9.90;1357.00;5.14;0
1;industrial_complex;2945.00;11.00;1364.00;2.48;0
1;industrial_complex;2945.00;11.00;1364.00;0.92;0
1;industrial_complex;2944.00;11.25;1368.00;0.92;0
1;dockyard;2953.00;9.50;1378.00;-3.00;0
1;coastal_bunker;2953.00;9.57;1373.00;0.98;0
1;arms_factory;2948.00;13.60;1368.00;2.47;0
1;arms_factory;2948.00;13.60;1368.00;5.14;0
1;arms_factory;2951.00;10.23;1356.00;1.97;0
1;arms_factory;2951.00;11.18;1362.00;4.54;0
1;naval_base;2944.00;9.50;1360.00;-0.79;5579
1;coastal_bunker;2941.00;9.50;1368.00;-1.19;0
1;coastal_bunker;2950.00;9.55;1353.00;-0.79;0
1;arms_factory;2951.00;11.40;1369.00;4.63;0
1;bunker;2947.00;13.63;1368.00;2.54;0
1;bunker;2944.00;9.50;1357.00;2.04;0
1;bunker;2951.00;11.38;1363.00;4.70;0
1;rocket_site;2945.00;11.88;1369.00;3.66;0
1;synthetic_refinery;2949.00;11.53;1370.00;3.15;0
1;anti_air_building;2948.00;10.38;1357.00;5.21;0
1;anti_air_building;2948.00;10.38;1357.00;1.59;0
1;anti_air_building;2945.00;11.00;1364.00;1.09;0
1;radar_station;2952.00;10.32;1371.00;0.99;0
1;nuclear_reactor;2949.00;12.28;1361.00;0.04;0
1;naval_base;2952.00;9.60;1373.00;-3.00;5555
2;coastal_bunker;2999.00;9.50;1356.00;-0.46;0
2;coastal_bunker;3017.00;9.50;1348.00;0.32;0
2;coastal_bunker;3022.00;9.50;1347.00;0.17;0
2;dockyard;3005.00;9.50;1351.00;-0.46;0
2;industrial_complex;2998.00;10.35;1367.00;0.92;0
2;industrial_complex;3006.00;10.50;1363.00;5.14;0
2;industrial_complex;3008.00;10.80;1360.00;4.19;0
2;industrial_complex;3012.00;10.68;1354.00;3.59;0
2;industrial_complex;3017.00;10.60;1352.00;6.25;0
2;industrial_complex;3019.00;9.65;1349.00;2.98;0
2;naval_base;2990.00;9.50;1364.00;-0.90;5579
